Type,Entry Time,Exit Time,Signal,Entry Price,Exit Price,Points,PnL INR,Net PnL %,Cumulative PnL INR,Cumulative PnL %,Holding Time
SHORT,2025-02-19 14:25:00+05:30,2025-02-19 15:05:00+05:30,SHORT,49288.05,49585.45,-297.4,-8922.0,-5.95,2038579.5,1359.05,0 days 00:40:00
LONG,2025-02-19 15:05:00+05:30,2025-02-20 09:20:00+05:30,LONG,49585.45,49266.15,-319.3,-9579.0,-6.39,2029000.5,1352.67,0 days 18:15:00
SHORT,2025-02-20 09:20:00+05:30,2025-02-20 13:50:00+05:30,SHORT,49266.15,49393.0,-126.85,-3805.5,-2.54,2025195.0,1350.13,0 days 04:30:00
LONG,2025-02-20 13:50:00+05:30,2025-02-21 09:25:00+05:30,LONG,49393.0,49233.35,-159.65,-4789.5,-3.19,2020405.5,1346.94,0 days 19:35:00
SHORT,2025-02-21 09:25:00+05:30,2025-02-24 11:45:00+05:30,SHORT,49233.35,48644.55,588.8,17664.0,11.78,2038069.5,1358.71,3 days 02:20:00
LONG,2025-02-24 11:45:00+05:30,2025-02-27 15:05:00+05:30,LONG,48644.55,48771.45,126.9,3807.0,2.54,2041876.5,1361.25,3 days 03:20:00
SHORT,2025-02-27 15:05:00+05:30,2025-02-28 11:25:00+05:30,SHORT,48771.45,48553.3,218.15,6544.5,4.36,2048421.0,1365.61,0 days 20:20:00
LONG,2025-02-28 11:25:00+05:30,2025-02-28 12:35:00+05:30,LONG,48553.3,48274.7,-278.6,-8358.0,-5.57,2040063.0,1360.04,0 days 01:10:00
SHORT,2025-02-28 12:35:00+05:30,2025-02-28 14:40:00+05:30,SHORT,48274.7,48441.4,-166.7,-5001.0,-3.33,2035062.0,1356.71,0 days 02:05:00
LONG,2025-02-28 14:40:00+05:30,2025-03-03 09:40:00+05:30,LONG,48441.4,48086.8,-354.6,-10638.0,-7.09,2024424.0,1349.62,2 days 19:00:00
SHORT,2025-03-03 09:40:00+05:30,2025-03-03 12:30:00+05:30,SHORT,48086.8,48166.15,-79.35,-2380.5,-1.59,2022043.5,1348.03,0 days 02:50:00
LONG,2025-03-03 12:30:00+05:30,2025-03-05 13:35:00+05:30,LONG,48166.15,48434.0,267.85,8035.5,5.36,2030079.0,1353.39,2 days 01:05:00
SHORT,2025-03-05 13:35:00+05:30,2025-03-06 09:15:00+05:30,SHORT,48434.0,48664.2,-230.2,-6906.0,-4.6,2023173.0,1348.78,0 days 19:40:00
LONG,2025-03-06 09:15:00+05:30,2025-03-06 09:30:00+05:30,LONG,48664.2,48447.7,-216.5,-6495.0,-4.33,2016678.0,1344.45,0 days 00:15:00
SHORT,2025-03-06 09:30:00+05:30,2025-03-07 14:45:00+05:30,SHORT,48447.7,48563.95,-116.25,-3487.5,-2.33,2013190.5,1342.13,1 days 05:15:00
LONG,2025-03-07 14:45:00+05:30,2025-03-10 14:15:00+05:30,LONG,48563.95,48392.5,-171.45,-5143.5,-3.43,2008047.0,1338.7,2 days 23:30:00
SHORT,2025-03-10 14:15:00+05:30,2025-03-12 09:15:00+05:30,SHORT,48392.5,48079.85,312.65,9379.5,6.25,2017426.5,1344.95,1 days 19:00:00
LONG,2025-03-12 09:15:00+05:30,2025-03-12 11:45:00+05:30,LONG,48079.85,47919.9,-159.95,-4798.5,-3.2,2012628.0,1341.75,0 days 02:30:00
SHORT,2025-03-12 11:45:00+05:30,2025-03-12 14:05:00+05:30,SHORT,47919.9,48091.75,-171.85,-5155.5,-3.44,2007472.5,1338.32,0 days 02:20:00
LONG,2025-03-12 14:05:00+05:30,2025-03-13 14:15:00+05:30,LONG,48091.75,48101.35,9.6,288.0,0.19,2007760.5,1338.51,1 days 00:10:00
SHORT,2025-03-13 14:15:00+05:30,2025-03-17 09:15:00+05:30,SHORT,48101.35,48313.1,-211.75,-6352.5,-4.23,2001408.0,1334.27,3 days 19:00:00
LONG,2025-03-17 09:15:00+05:30,2025-03-18 12:45:00+05:30,LONG,48313.1,48912.15,599.05,17971.5,11.98,2019379.5,1346.25,1 days 03:30:00
SHORT,2025-03-18 12:45:00+05:30,2025-03-18 14:20:00+05:30,SHORT,48912.15,49158.1,-245.95,-7378.5,-4.92,2012001.0,1341.33,0 days 01:35:00
LONG,2025-03-18 14:20:00+05:30,2025-03-21 13:50:00+05:30,LONG,49158.1,50284.15,1126.05,33781.5,22.52,2045782.5,1363.86,2 days 23:30:00
SHORT,2025-03-21 13:50:00+05:30,2025-03-21 15:00:00+05:30,SHORT,50284.15,50568.1,-283.95,-8518.5,-5.68,2037264.0,1358.18,0 days 01:10:00
LONG,2025-03-21 15:00:00+05:30,2025-03-25 11:20:00+05:30,LONG,50568.1,51721.6,1153.5,34605.0,23.07,2071869.0,1381.25,3 days 20:20:00
SHORT,2025-03-25 11:20:00+05:30,2025-03-26 10:30:00+05:30,SHORT,51721.6,51828.55,-106.95,-3208.5,-2.14,2068660.5,1379.11,0 days 23:10:00
LONG,2025-03-26 10:30:00+05:30,2025-03-26 11:55:00+05:30,LONG,51828.55,51455.4,-373.15,-11194.5,-7.46,2057466.0,1371.64,0 days 01:25:00
SHORT,2025-03-26 11:55:00+05:30,2025-03-27 09:20:00+05:30,SHORT,51455.4,51388.1,67.3,2019.0,1.35,2059485.0,1372.99,0 days 21:25:00
LONG,2025-03-27 09:20:00+05:30,2025-03-28 09:40:00+05:30,LONG,51388.1,51476.45,88.35,2650.5,1.77,2062135.5,1374.76,1 days 00:20:00
